ï..customerID,Cust_ID,Gender,DOB,Age,SeniorCitizen,Dependents,Partner,Tenure,Mobile_Service,Dual_Sim,Internet_Mode,VOD_Streaming,Plan,PaymentMethod,Per_Month_Charge,Var_Charge,TotalCharges,Churn
5955-EPOAZ,ZR36,Female,4/28/1965,54,0,No,No,15,Yes,No,No,No internet service,Month-to-month,Mailed check,834,74,908,No
6821-JPCDC,KV13,Female,12/11/1985,33,0,No,Yes,28,Yes,No,Fiber optic,Yes,One year,Electronic check,291,86,377,No
8815-LMFLX,JB76,Male,7/17/1960,58,0,Yes,Yes,20,Yes,Yes,No,No internet service,Month-to-month,Bank transfer (automatic),213,51,264,No
9135-HSWOC,EU41,Male,4/12/1975,44,0,Yes,Yes,22,Yes,No,No,No internet service,Two year,Bank transfer (automatic),561,60,621,No
8582-KRHPJ,UY42,Male,8/31/1971,47,0,No,No,30,No,No phone service,DSL,No,Month-to-month,Mailed check,818,69,887,No
5811-IWXYM,UN19,Female,1/7/1984,35,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,One year,Bank transfer (automatic),737,60,797,No
7044-YAACC,RQ23,Male,3/12/1956,63,1,No,Yes,3,Yes,No,Fiber optic,No,Month-to-month,Electronic check,992,85,1077,No
8189-XRIKE,PV23,Female,8/27/1958,60,1,No,No,37,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,818,67,885,No
1506-YJTYT,EU63,Male,7/4/1992,26,0,Yes,Yes,3,Yes,Yes,DSL,No,Two year,Credit card (automatic),435,92,527,No
4123-DVHPH,MV56,Male,3/29/1974,45,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,733,71,804,No
6425-YQLLO,PP89,Female,5/31/1958,61,1,No,Yes,6,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),730,82,812,Yes
5442-UTCVD,ET62,Male,1/26/1985,34,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,514,72,586,Yes
2228-BZDEE,QL24,Female,2/2/1990,29,0,No,No,27,Yes,No,No,No internet service,Two year,Mailed check,752,63,815,No
7734-DBOAI,WT54,Female,7/9/1967,51,0,Yes,Yes,29,No,No phone service,DSL,No,Month-to-month,Electronic check,402,90,492,Yes
2789-CZANW,YF75,Female,12/31/1959,59,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),423,64,487,No
2091-RFFBA,KW83,Female,2/3/1958,61,1,No,No,14,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,632,93,725,Yes
2114-MGINA,GP74,Female,8/10/1999,19,0,No,No,37,Yes,No,Fiber optic,Yes,Month-to-month,Mailed check,822,66,888,Yes
7596-LDUXP,AS78,Female,12/31/1961,57,0,No,No,36,Yes,No,Fiber optic,No,One year,Credit card (automatic),803,80,883,No
3740-RLMVT,CX35,Male,2/19/1957,62,1,No,Yes,26,Yes,No,DSL,No,One year,Bank transfer (automatic),629,78,707,No
4489-SNOJF,PA19,Female,3/3/1959,60,0,Yes,Yes,5,Yes,Yes,DSL,No,Month-to-month,Electronic check,393,96,489,Yes
2192-OZITF,CP70,Female,3/10/1992,27,0,No,No,12,Yes,Yes,DSL,Yes,Two year,Mailed check,579,69,648,No
5651-CPDND,SX72,Male,12/6/1967,51,0,No,No,6,Yes,No,DSL,No,Month-to-month,Mailed check,653,73,726,No
2186-QZEYA,GO61,Female,9/5/1956,62,1,No,No,26,Yes,Yes,DSL,No,Month-to-month,Bank transfer (automatic),987,80,1067,No
1131-ALZWV,AF85,Female,9/16/1977,41,0,No,No,21,Yes,Yes,No,No internet service,One year,Bank transfer (automatic),829,60,889,No
7729-XBTWX,JU33,Male,9/5/1983,35,0,Yes,Yes,24,Yes,No,No,No internet service,Two year,Mailed check,679,90,769,No
9134-WYRVP,UT84,Male,1/28/1985,34,0,No,No,39,Yes,No,Fiber optic,No,One year,Mailed check,795,63,858,No
3284-SVCRO,CN10,Female,12/14/1997,21,0,No,Yes,24,Yes,Yes,No,No internet service,Two year,Mailed check,358,52,410,No
9732-OUYRN,VV98,Female,4/25/1961,58,0,No,Yes,20,Yes,No,No,No internet service,One year,Credit card (automatic),945,88,1033,No
0559-CKHUS,UM82,Female,1/22/1973,46,0,No,Yes,16,Yes,No,No,No internet service,Two year,Mailed check,692,57,749,No
2931-SVLTV,IQ63,Male,1/5/1981,38,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),861,54,915,No
6899-PPEEA,MQ22,Female,8/14/1955,63,1,No,No,8,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,826,78,904,Yes
7504-UWHNB,WR94,Male,7/25/1987,31,0,No,No,29,Yes,No,Fiber optic,No,Month-to-month,Electronic check,991,59,1050,No
2582-FFFZR,NR26,Female,5/9/1991,28,0,No,No,9,No,No phone service,DSL,Yes,Month-to-month,Electronic check,236,77,313,No
8908-NMQTX,GF71,Male,11/12/1970,48,0,No,No,30,No,No phone service,DSL,Yes,Two year,Bank transfer (automatic),937,99,1036,No
2187-LZGPL,OU88,Female,11/14/1993,25,0,No,No,8,No,No phone service,DSL,Yes,Month-to-month,Credit card (automatic),232,77,309,Yes
1431-AIDJQ,FW15,Male,7/30/1980,38,0,Yes,Yes,22,Yes,No,DSL,Yes,Two year,Credit card (automatic),507,97,604,No
6288-LBEAR,TB86,Female,10/24/1956,62,0,No,No,13,Yes,No,Fiber optic,No,Month-to-month,Mailed check,336,81,417,No
4597-NUCQV,FF62,Male,1/22/1955,64,1,No,No,26,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,419,60,479,Yes
9019-QVLZD,LD27,Female,10/15/1986,32,0,No,No,35,Yes,No,Fiber optic,No,Month-to-month,Electronic check,601,69,670,Yes
8413-YNHNV,ZA13,Male,5/16/1964,55,0,No,No,37,Yes,Yes,DSL,Yes,Two year,Mailed check,933,80,1013,No
5808-TOTXO,AL53,Female,8/8/1969,49,0,Yes,No,31,Yes,No,No,No internet service,One year,Credit card (automatic),760,57,817,No
4369-NYSCF,JP99,Male,1/16/1971,48,0,No,No,30,Yes,No,DSL,Yes,One year,Bank transfer (automatic),629,62,691,No
6333-YDVLT,SN12,Male,4/23/1983,36,0,No,No,17,Yes,Yes,Fiber optic,Yes,One year,Credit card (automatic),289,78,367,No
5324-KTGCG,HH50,Male,7/19/1993,25,0,No,Yes,22,Yes,No,No,No internet service,One year,Electronic check,736,66,802,No
5599-HVLTW,SG77,Female,12/13/1957,61,1,No,No,10,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),727,57,784,No
7394-LWLYN,WE90,Female,10/15/1961,57,0,No,No,25,Yes,No,Fiber optic,No,Month-to-month,Electronic check,406,50,456,No
3707-LRWZD,MH34,Female,6/29/1963,55,0,No,No,4,Yes,Yes,Fiber optic,No,One year,Electronic check,359,99,458,Yes
6873-UDNLD,QY57,Male,8/21/1968,50,0,No,No,27,Yes,No,DSL,Yes,Month-to-month,Electronic check,758,72,830,No
2700-LUEVA,XR21,Male,12/10/1958,60,0,No,No,13,Yes,No,No,No internet service,Month-to-month,Credit card (automatic),439,64,503,No
1455-ESIQH,YS38,Male,5/30/1992,27,0,No,No,38,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,202,54,256,Yes
0958-YHXGP,LZ41,Female,10/13/1955,63,0,No,No,33,Yes,No,Fiber optic,No,Month-to-month,Mailed check,673,78,751,No
1101-SSWAG,ZD90,Female,1/31/1971,48,0,No,Yes,34,Yes,Yes,DSL,No,Month-to-month,Electronic check,494,83,577,No
2979-SXESE,JS47,Female,12/18/1977,41,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,372,66,438,Yes
4013-TLDHQ,ER30,Male,1/21/1973,46,0,No,No,39,Yes,No,Fiber optic,No,Month-to-month,Electronic check,986,98,1084,Yes
5743-KHMNA,BM39,Male,11/14/1992,26,0,No,No,25,Yes,Yes,No,No internet service,Two year,Bank transfer (automatic),529,70,599,No
4194-FJARJ,FD61,Female,3/17/1987,32,0,Yes,Yes,7,Yes,Yes,DSL,No,Two year,Bank transfer (automatic),993,84,1077,No
5325-UWTWJ,HK85,Male,8/27/1981,37,0,No,Yes,26,Yes,Yes,Fiber optic,No,Month-to-month,Credit card (automatic),786,72,858,No
3969-GYXEL,NM84,Female,6/29/1970,48,0,No,No,23,Yes,No,Fiber optic,No,Month-to-month,Electronic check,254,90,344,No
9208-OLGAQ,CH61,Female,11/29/1958,60,1,No,No,16,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,478,71,549,No
3244-CQPHU,LX48,Female,9/25/1956,62,1,No,No,21,Yes,Yes,Fiber optic,Yes,Two year,Bank transfer (automatic),831,95,926,No
2674-MLXMN,RB47,Female,11/23/1958,60,1,No,No,27,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),464,73,537,No
9708-HPXWZ,IJ56,Male,2/23/1956,63,1,No,No,37,No,No phone service,DSL,No,Month-to-month,Credit card (automatic),662,59,721,No
6992-TKNYO,BH70,Male,7/4/1993,25,0,No,Yes,20,Yes,Yes,DSL,Yes,One year,Credit card (automatic),382,89,471,No
4468-YDOVK,EP22,Male,10/31/1975,43,0,Yes,No,34,Yes,No,DSL,No,Month-to-month,Bank transfer (automatic),956,65,1021,No
3754-DXMRT,IJ13,Male,9/12/1958,60,1,No,No,35,Yes,No,DSL,No,Month-to-month,Electronic check,395,62,457,Yes
5792-JALQC,PD75,Female,4/12/1957,62,1,No,No,34,Yes,Yes,DSL,No,Two year,Bank transfer (automatic),823,74,897,No
7130-VTEWQ,QY73,Female,9/6/1958,60,1,No,No,4,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,496,87,583,Yes
2200-DSAAL,NU97,Female,8/9/1957,61,0,No,No,14,Yes,Yes,DSL,Yes,Two year,Electronic check,366,87,453,No
4302-ZYFEL,HH91,Male,8/20/1978,40,0,Yes,Yes,20,Yes,No,No,No internet service,One year,Credit card (automatic),843,73,916,No
9351-LZYGF,XK40,Female,3/2/1978,41,0,No,Yes,20,Yes,Yes,DSL,No,Month-to-month,Credit card (automatic),578,79,657,No
4366-CTOUZ,AM59,Female,10/6/1986,32,0,No,No,35,Yes,No,Fiber optic,Yes,Two year,Mailed check,878,59,937,No
6121-VZNQB,ID96,Female,10/21/1967,51,0,No,No,9,Yes,No,No,No internet service,Month-to-month,Mailed check,698,100,798,Yes
7903-CMPEY,DI84,Male,7/12/1957,61,1,No,Yes,21,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,834,63,897,Yes
1518-OMDIK,SO44,Male,4/10/1987,32,0,No,Yes,19,Yes,No,DSL,No,Month-to-month,Credit card (automatic),641,91,732,No
6671-NGWON,GI50,Female,5/23/1994,25,0,No,No,16,Yes,No,No,No internet service,Month-to-month,Mailed check,300,70,370,No
0595-ITUDF,TV45,Male,12/23/1983,35,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,443,51,494,No
6996-KNSML,ON52,Female,2/2/1956,63,0,No,No,2,Yes,No,Fiber optic,No,Month-to-month,Electronic check,708,98,806,Yes
1955-IBMMB,IC92,Male,10/31/1993,25,0,No,No,8,Yes,No,No,No internet service,Two year,Bank transfer (automatic),903,83,986,No
0096-BXERS,FH48,Female,9/12/1965,53,0,No,Yes,18,Yes,Yes,DSL,No,Month-to-month,Electronic check,588,87,675,No
3806-YAZOV,BG82,Female,1/3/1993,26,0,No,No,12,Yes,No,No,No internet service,Month-to-month,Mailed check,859,89,948,No
7998-ZLXWN,WE89,Female,9/15/1957,61,0,No,Yes,34,Yes,No,No,No internet service,Month-to-month,Credit card (automatic),328,75,403,No
6253-WRFHY,QL74,Male,8/26/1989,29,0,Yes,Yes,27,Yes,No,DSL,Yes,One year,Electronic check,360,62,422,No
9133-AYJZG,QA85,Female,12/22/1977,41,0,No,No,33,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),584,63,647,No
2675-OTVVJ,TS39,Male,12/30/1958,60,1,No,Yes,17,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,448,53,501,No
8680-CGLTP,AA41,Male,7/14/1971,47,0,No,No,25,Yes,No,DSL,No,One year,Electronic check,952,67,1019,No
8430-TWCBX,NL55,Female,5/23/1997,22,0,No,Yes,23,Yes,No,No,No internet service,One year,Credit card (automatic),215,88,303,No
5018-GWURO,BP90,Female,11/9/1991,27,0,No,Yes,34,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),547,62,609,No
6741-QRLUP,FO95,Female,5/16/1956,63,0,No,No,15,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),774,78,852,No
4737-HOBAX,KR20,Male,4/13/1977,42,0,No,Yes,7,Yes,Yes,DSL,Yes,Two year,Credit card (automatic),393,91,484,No
0537-QYZZN,SJ94,Male,12/9/1956,62,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,640,77,717,No
3340-QBBFM,EL13,Male,10/13/1955,63,1,No,Yes,1,Yes,No,DSL,No,One year,Credit card (automatic),812,93,905,No
1704-NRWYE,IZ18,Female,10/15/1956,62,1,No,No,22,Yes,No,Fiber optic,No,Month-to-month,Electronic check,559,61,620,Yes
2592-SEIFQ,PU33,Male,3/13/1973,46,0,No,No,17,No,No phone service,DSL,No,Month-to-month,Electronic check,603,86,689,Yes
8200-KLNYW,GW36,Female,1/21/1956,63,0,No,Yes,1,Yes,No,DSL,Yes,One year,Mailed check,805,62,867,No
3372-CDXFJ,WI36,Male,7/23/1960,58,0,Yes,Yes,39,Yes,Yes,No,No internet service,One year,Bank transfer (automatic),514,55,569,No
4781-ZXYGU,QS85,Male,12/19/1972,46,0,Yes,Yes,19,Yes,No,No,No internet service,Month-to-month,Bank transfer (automatic),981,69,1050,No
7632-YUTXB,TI31,Female,11/11/1982,36,0,Yes,Yes,39,Yes,No,No,No internet service,One year,Mailed check,899,92,991,No
2718-YSKCS,KP75,Male,5/7/1961,58,0,Yes,Yes,7,Yes,No,No,No internet service,Two year,Bank transfer (automatic),383,63,446,No
9896-UYMIE,MD82,Male,11/16/1965,53,0,No,No,30,Yes,Yes,Fiber optic,Yes,One year,Bank transfer (automatic),231,57,288,No
0853-NWIFK,QW61,Female,2/15/1974,45,0,No,No,7,Yes,No,Fiber optic,Yes,One year,Electronic check,942,69,1011,No
8212-CRQXP,XC99,Female,11/13/1993,25,0,No,Yes,26,Yes,No,Fiber optic,No,Month-to-month,Credit card (automatic),678,66,744,No
6980-CDGFC,DW18,Female,8/9/1968,50,0,No,Yes,29,Yes,No,No,No internet service,One year,Bank transfer (automatic),462,54,516,No
7691-XVTZH,TQ62,Female,8/29/1955,63,0,No,Yes,21,Yes,Yes,Fiber optic,No,Two year,Bank transfer (automatic),995,83,1078,No
2520-SGTTA,WX50,Female,7/5/1965,53,0,Yes,Yes,16,Yes,No,No,No internet service,Two year,Mailed check,922,85,1007,No
7481-ATQQS,OG95,Female,2/16/1959,60,1,No,No,6,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),220,82,302,Yes
2277-VWCNI,BE28,Female,8/20/1958,60,1,No,No,4,Yes,Yes,DSL,No,Month-to-month,Mailed check,584,69,653,No
1088-CNNKB,RM77,Male,9/23/1964,54,0,No,Yes,9,Yes,Yes,DSL,Yes,One year,Credit card (automatic),957,77,1034,No
8642-GVWRF,OL59,Female,2/21/1982,37,0,No,Yes,29,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),904,91,995,Yes
1930-BZLHI,JR75,Male,2/15/1969,50,0,No,No,4,Yes,No,No,No internet service,One year,Mailed check,246,78,324,No
3400-ESFUW,HL21,Male,2/17/1966,53,0,Yes,Yes,35,Yes,No,DSL,No,Two year,Bank transfer (automatic),473,77,550,Yes
5868-YTYKS,DV38,Male,11/23/1986,32,0,Yes,No,26,Yes,No,No,No internet service,Month-to-month,Mailed check,293,74,367,No
3525-DVKFN,PJ38,Female,5/12/1974,45,0,No,No,32,Yes,No,No,No internet service,Two year,Mailed check,745,75,820,No
1482-OXZSY,QS78,Male,1/7/1989,30,0,No,No,39,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),235,68,303,No
0377-JBKKT,ET84,Male,4/19/1967,52,0,Yes,Yes,30,Yes,No,DSL,No,Month-to-month,Mailed check,663,70,733,No
5778-BVOFB,PT38,Female,9/5/1960,58,0,No,No,4,Yes,No,DSL,No,Month-to-month,Bank transfer (automatic),914,85,999,No
3373-YZZYM,GO96,Male,11/28/1973,45,0,Yes,Yes,1,Yes,No,No,No internet service,Month-to-month,Mailed check,783,67,850,No
2057-ZBLPD,KQ20,Female,2/7/1981,38,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,283,77,360,Yes
0228-MAUWC,SE72,Male,3/29/1998,21,0,No,No,23,Yes,Yes,DSL,No,Month-to-month,Electronic check,871,65,936,No
5502-RLUYV,FI67,Female,8/5/1992,26,0,Yes,Yes,13,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,439,82,521,Yes
0023-HGHWL,AM80,Male,9/29/1958,60,1,No,No,6,No,No phone service,DSL,No,Month-to-month,Electronic check,362,93,455,Yes
7663-YJHSN,OL27,Female,10/24/1972,46,0,No,Yes,38,Yes,Yes,Fiber optic,No,Two year,Bank transfer (automatic),769,71,840,No
4915-BFSXL,IR15,Male,8/19/1979,39,0,Yes,Yes,10,Yes,Yes,DSL,No,Two year,Credit card (automatic),377,79,456,No
3086-RUCRN,TR82,Female,4/12/1975,44,0,No,No,37,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),587,60,647,No
5215-LNLDJ,LP62,Female,8/3/1956,62,0,Yes,Yes,13,No,No phone service,DSL,No,Month-to-month,Electronic check,772,79,851,No
7576-JMYWV,WK73,Female,9/28/1956,62,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,949,83,1032,No
9039-RBEEE,BY78,Male,2/14/1967,52,0,No,No,18,No,No phone service,DSL,No,Month-to-month,Credit card (automatic),686,51,737,Yes
0257-KXZGU,DF16,Female,7/4/1962,56,0,Yes,Yes,11,Yes,Yes,DSL,No,Month-to-month,Bank transfer (automatic),659,79,738,No
1307-ATKGB,JL83,Male,8/12/1969,49,0,No,No,13,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,374,91,465,No
8417-FMLZI,UH77,Male,7/20/1983,35,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Month-to-month,Credit card (automatic),222,51,273,Yes
3714-XPXBW,BT19,Female,3/13/1988,31,0,No,No,12,Yes,Yes,DSL,No,Month-to-month,Credit card (automatic),787,92,879,No
1850-AKQEP,KZ23,Male,6/20/1991,27,0,Yes,No,25,Yes,No,No,No internet service,Month-to-month,Mailed check,345,77,422,No
2824-DXNKN,LY64,Female,3/25/1955,64,0,Yes,Yes,19,Yes,Yes,DSL,No,Two year,Bank transfer (automatic),552,84,636,No
5227-JSCFE,US77,Male,3/18/1955,64,1,No,Yes,1,No,No phone service,DSL,No,Two year,Credit card (automatic),520,100,620,No
0848-ZGQIJ,RD80,Female,7/18/1977,41,0,No,Yes,25,Yes,No,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),457,96,553,No
3621-CHYVB,DK58,Female,9/11/1984,34,0,No,Yes,15,No,No phone service,DSL,Yes,Month-to-month,Bank transfer (automatic),925,55,980,No
8042-RNLKO,SJ44,Male,5/20/1959,60,0,No,No,1,Yes,Yes,No,No internet service,One year,Bank transfer (automatic),856,53,909,No
1792-UXAFY,KD52,Female,8/1/1958,60,1,No,No,6,Yes,No,Fiber optic,No,Month-to-month,Electronic check,569,63,632,Yes
5372-FBKBN,FT28,Female,7/8/1977,41,0,Yes,No,27,Yes,No,No,No internet service,Month-to-month,Mailed check,956,82,1038,No
0420-TXVSG,YN12,Male,5/9/1995,24,0,No,Yes,12,Yes,Yes,DSL,No,Two year,Credit card (automatic),568,76,644,No
6217-TOWGS,XE10,Female,7/2/1997,21,0,No,Yes,39,Yes,Yes,DSL,Yes,Month-to-month,Bank transfer (automatic),347,52,399,No
0515-YPMCW,UG84,Male,5/23/1960,59,0,Yes,No,15,Yes,No,Fiber optic,No,Month-to-month,Mailed check,926,87,1013,Yes
0378-XSZPU,XN93,Male,4/7/1986,33,0,No,Yes,2,Yes,No,DSL,No,One year,Credit card (automatic),736,79,815,Yes
1045-LTCYT,AE90,Female,9/9/1976,42,0,Yes,Yes,2,Yes,No,No,No internet service,Month-to-month,Credit card (automatic),903,91,994,No
1544-JJMYL,NB87,Male,1/18/1956,63,0,No,No,4,Yes,No,DSL,No,One year,Credit card (automatic),412,98,510,No
4636-JGAAI,GZ84,Male,6/10/1955,64,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,Month-to-month,Mailed check,708,98,806,No
6874-SGLHU,YK48,Male,8/19/1968,50,0,No,No,35,Yes,No,Fiber optic,Yes,One year,Bank transfer (automatic),892,97,989,No
5951-AOFIH,AL14,Male,6/11/1962,57,0,No,No,10,Yes,No,DSL,No,Month-to-month,Credit card (automatic),736,56,792,No
4729-XKASR,QN77,Male,12/19/1988,30,0,Yes,No,11,No,No phone service,DSL,No,Month-to-month,Electronic check,754,84,838,Yes
3059-NGMXB,WU73,Male,12/12/1963,55,0,Yes,Yes,17,Yes,Yes,DSL,Yes,Month-to-month,Mailed check,378,78,456,No
8652-YHIYU,PE34,Female,4/23/1961,58,0,Yes,No,19,Yes,Yes,Fiber optic,No,One year,Credit card (automatic),976,71,1047,No
5278-PNYOX,HX25,Female,1/2/1978,41,0,No,No,10,Yes,No,Fiber optic,Yes,Two year,Credit card (automatic),820,66,886,No
5449-FIBXJ,WG11,Male,5/15/1969,50,0,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,229,54,283,Yes
3486-HOOGQ,NO34,Female,12/17/1980,38,0,Yes,Yes,10,Yes,Yes,DSL,No,Two year,Bank transfer (automatic),671,94,765,No
5061-PBXFW,RT95,Female,1/21/1989,30,0,Yes,Yes,38,Yes,No,DSL,No,Month-to-month,Bank transfer (automatic),659,84,743,No
8630-FJLIB,ZN38,Female,8/16/1957,61,0,No,No,9,Yes,No,Fiber optic,No,Month-to-month,Electronic check,558,97,655,No
3891-NLXJB,RW90,Male,1/5/1989,30,0,No,No,32,No,No phone service,DSL,No,Two year,Mailed check,256,56,312,No
4749-OJKQU,ID44,Female,4/25/1957,62,0,No,No,38,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,472,62,534,No
0577-WHMEV,NW84,Female,7/5/1996,22,0,No,Yes,17,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,865,53,918,No
5453-AXEPF,SM44,Male,3/15/1959,60,0,No,Yes,17,Yes,Yes,Fiber optic,No,Month-to-month,Bank transfer (automatic),550,60,610,No
3639-XJHKQ,FH11,Female,1/13/1982,37,0,Yes,No,17,Yes,No,DSL,No,Month-to-month,Electronic check,496,81,577,No
3716-LRGXK,WS11,Male,6/28/1982,36,0,No,Yes,20,Yes,Yes,Fiber optic,Yes,Two year,Credit card (automatic),619,76,695,No
2263-SFSQZ,BW29,Male,1/19/1975,44,0,Yes,Yes,16,Yes,Yes,No,No internet service,Two year,Mailed check,806,52,858,No
9950-MTGYX,YW49,Male,3/20/1980,39,0,Yes,Yes,35,Yes,No,No,No internet service,Two year,Credit card (automatic),349,96,445,No
3397-AVTKU,MP12,Male,7/30/1987,31,0,No,No,15,Yes,No,DSL,Yes,Two year,Electronic check,276,50,326,No
4825-FUREZ,QO19,Male,12/17/1983,35,0,No,Yes,35,Yes,No,No,No internet service,Two year,Electronic check,365,94,459,No
9837-BMCLM,SE91,Male,10/11/1985,33,0,No,No,24,Yes,No,Fiber optic,No,Month-to-month,Electronic check,228,57,285,Yes
2672-OJQZP,BV57,Female,9/30/1984,34,0,No,No,14,Yes,No,DSL,No,Month-to-month,Mailed check,910,64,974,No
0137-UDEUO,XW81,Female,10/31/1988,30,0,No,No,33,Yes,No,No,No internet service,Month-to-month,Mailed check,904,88,992,Yes
3134-DSHVC,AJ78,Female,4/10/1993,26,0,No,No,18,Yes,Yes,Fiber optic,No,Two year,Credit card (automatic),963,79,1042,No
6161-UUUTA,AB58,Male,1/13/1956,63,1,No,No,31,Yes,No,Fiber optic,No,Month-to-month,Electronic check,578,58,636,Yes
7821-DPRQE,AJ83,Male,8/21/1997,21,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,887,89,976,No
6543-XRMYR,IZ61,Female,9/1/1957,61,1,No,No,35,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,723,56,779,Yes
2001-EWBQU,GB43,Female,10/20/1978,40,0,No,No,38,Yes,Yes,Fiber optic,Yes,Two year,Electronic check,446,88,534,No
4925-LMHOK,OU75,Male,4/19/1988,31,0,No,No,12,Yes,Yes,DSL,No,Month-to-month,Credit card (automatic),717,97,814,Yes
1608-GMEWB,IZ52,Male,6/25/1957,61,1,No,No,37,Yes,Yes,Fiber optic,Yes,Month-to-month,Bank transfer (automatic),973,61,1034,No
6695-AMZUF,SE54,Female,4/11/1982,37,0,No,Yes,34,Yes,No,DSL,Yes,Two year,Credit card (automatic),540,55,595,No
1455-UGQVH,HF71,Male,10/23/1973,45,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,433,77,510,Yes
8410-BGQXN,LT47,Male,8/19/1973,45,0,No,No,28,Yes,No,No,No internet service,Month-to-month,Mailed check,743,53,796,No
8280-MQRQN,MI23,Female,11/8/1971,47,0,No,No,17,Yes,No,DSL,No,Month-to-month,Mailed check,329,100,429,Yes
1619-YWUBB,SI26,Female,3/21/1994,25,0,No,Yes,1,Yes,Yes,No,No internet service,Two year,Credit card (automatic),497,55,552,No
7611-YKYTC,OT93,Male,5/15/1961,58,0,Yes,Yes,26,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),763,61,824,No
2037-SGXHH,YO74,Male,11/4/1988,30,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,Month-to-month,Electronic check,890,50,940,Yes
3178-FESZO,FQ23,Female,5/3/1998,21,0,No,No,33,Yes,Yes,Fiber optic,Yes,Month-to-month,Credit card (automatic),777,50,827,Yes
0365-GXEZS,LG73,Male,5/20/1987,32,0,No,Yes,16,Yes,No,Fiber optic,No,Month-to-month,Electronic check,218,64,282,No
0082-OQIQY,PW49,Male,8/12/1984,34,0,No,No,8,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,521,85,606,No
6087-MVHJH,EL81,Female,5/20/1992,27,0,No,No,38,Yes,Yes,Fiber optic,Yes,Month-to-month,Electronic check,705,88,793,Yes
4603-JANFB,MB87,Male,2/17/1999,20,0,No,No,36,Yes,No,Fiber optic,No,Month-to-month,Electronic check,966,73,1039,Yes
3018-TFTSU,UA27,Male,1/5/1958,61,0,No,No,25,Yes,No,Fiber optic,No,Month-to-month,Bank transfer (automatic),919,68,987,Yes
3606-SBKRY,GW35,Male,11/30/1986,32,0,No,No,15,No,No phone service,DSL,Yes,One year,Electronic check,357,70,427,No
4806-KEXQR,AN36,Male,12/7/1973,45,0,No,No,33,Yes,No,Fiber optic,Yes,Month-to-month,Electronic check,658,77,735,Yes
0667-NSRGI,IY45,Female,10/1/1977,41,0,No,Yes,28,Yes,Yes,DSL,Yes,One year,Mailed check,266,50,316,No
7083-YNSKY,NY94,Female,9/29/1956,62,0,No,No,1,Yes,Yes,No,No internet service,Month-to-month,Credit card (automatic),983,74,1057,Yes
6893-ODYYE,KF49,Male,9/7/1991,27,0,No,No,31,Yes,No,Fiber optic,No,One year,Credit card (automatic),250,52,302,No
